Date,gold,oil,dxy,sp500,gold_tomorrow,target,gold_ret,oil_ret,dxy_ret,sp_ret
2021-10-06,1761.2,77.06,94.272,4374.9,1758.6,0,0.0005681172594023121,-0.019218531246022574,0.0032458203411835918,0.008436484337182693
2021-10-07,1758.6,77.96,94.221,4409.6,1756.8,0,-0.0014762661821485779,0.011679211004411938,-0.000540987780040747,0.00793160986536856
2021-10-08,1756.8,78.76,94.079,4389.6,1755.1,0,-0.0010235414534288667,0.01026167265264255,-0.0015070950212798806,-0.004535558780841775
2021-10-11,1755.1,79.92,94.326,4357.7,1758.7,1,-0.0009676684881603226,0.01472828847130514,0.002625453076669615,-0.00726717696373258
2021-10-12,1758.7,79.92,94.519,4337.8,1794.1,1,0.0020511651757735283,0.0,0.0020460954561840605,-0.004566629185120519
2021-10-13,1794.1,79.82,94.08,4371.6,1797.3,1,0.020128504008642745,-0.0012512512512513618,-0.004644568816851713,0.00779196827885098
2021-10-14,1797.3,80.77,93.961,4445.4,1767.7,0,0.0017836241012207932,0.011901779002756241,-0.0012648809523809756,0.01688169091408165
2021-10-15,1767.7,81.73,93.938,4473.2,1765.1,0,-0.016469148166694425,0.011885601089513642,-0.00024478240972314325,0.006253655464075303
2021-10-18,1765.1,81.69,93.945,4486.8,1769.9,1,-0.001470837811845982,-0.0004894163709776578,7.451723477180927e-05,0.0030403290709113406
2021-10-19,1769.9,82.44,93.728,4524.6,1784.4,1,0.0027193926689708103,0.009181050312155659,-0.0023098621533875763,0.008424712489970565
2021-10-20,1784.4,83.42,93.535,4529.0,1781.3,0,0.008192553251596069,0.011887433284813342,-0.002059149880505262,0.0009724616540687236
2021-10-21,1781.3,81.36,93.758,4538.3,1795.7,1,-0.0017372786370769555,-0.024694317909374264,0.002384134281285144,0.002053433429012985
2021-10-22,1795.7,82.5,93.625,4538.1,1806.2,1,0.008083983607477752,0.014011799410029502,-0.001418545617440592,-4.406936518075444e-05
2021-10-25,1806.2,82.61,93.809,4575.1,1792.5,0,0.005847301887843104,0.0013333333333334085,0.0019652870493991337,0.008153191864436637
2021-10-26,1792.5,83.36,93.941,4578.0,1797.8,1,-0.007584985051489301,0.009078804018883835,0.001407114455969083,0.0006338659264277791
2021-10-27,1797.8,81.48,93.798,4561.8,1802.6,1,0.002956764295676484,-0.022552783109404895,-0.0015222320392587196,-0.0035386631716906036
2021-10-28,1802.6,81.46,93.326,4582.5,1783.9,0,0.002669929914339786,-0.00024545900834571643,-0.0050320902364656694,0.004537682493752415
2021-10-29,1783.9,81.78,94.121,4609.1,1795.8,1,-0.010373904360368225,0.0039283083722072565,0.00851852645565021,0.005804691762138603
2021-11-01,1795.8,82.45,93.879,4611.6,1789.4,0,0.006670777509949932,0.008192712154561077,-0.002571158402481788,0.0005424052418041558
2021-11-02,1789.4,82.44,94.079,4627.0,1763.9,0,-0.0035638712551507856,-0.0001212856276532337,0.002130401900318324,0.003339404978749183
2021-11-03,1763.9,79.57,93.853,4666.7,1793.5,1,-0.014250586788867814,-0.034813197476952995,-0.002402236418329262,0.008580073481737616
2021-11-04,1793.5,77.7,94.341,4683.9,1816.8,1,0.016780996655139102,-0.02350131959281121,0.0051996206834090675,0.0036856879593716307
2021-11-05,1816.8,80.13,94.317,4692.4,1828.0,1,0.01299135768051296,0.031274131274131145,-0.0002543962858142512,0.0018147270437030016
2021-11-08,1828.0,80.74,94.042,4695.8,1830.8,1,0.006164685160722216,0.0076126294770997305,-0.0029156991846643887,0.0007245759099823168
2021-11-09,1830.8,82.56,93.956,4677.7,1848.3,1,0.0015317286652078987,0.022541491206341524,-0.0009144850173327113,-0.003854508283998581
2021-11-10,1848.3,80.06,94.838,4647.3,1863.9,1,0.009558662879615376,-0.030281007751937983,0.009387372812805994,-0.006498920409602982
2021-11-11,1863.9,80.42,95.175,4656.4,1868.5,1,0.008440188281123362,0.004496627529352981,0.003553427950821364,0.001958126223828849
2021-11-12,1868.5,79.69,95.128,4686.8,1866.6,0,0.002467943559203878,-0.009077343944292493,-0.0004938271604938427,0.006528648741517262
2021-11-15,1866.6,79.75,95.405,4685.1,1854.1,0,-0.0010168584426010208,0.0007529175555276435,0.0029118661172315985,-0.0003627208329777254
2021-11-16,1854.1,79.74,95.911,4703.3,1870.2,1,-0.006696667738133488,-0.0001253918495298656,0.005303705256537894,0.003884655610339127
2021-11-17,1870.2,77.55,95.829,4692.0,1861.4,0,0.008683458281646184,-0.027464258841233935,-0.0008549592851706533,-0.0024025684094146627
2021-11-18,1861.4,78.41,95.542,4708.8,1851.6,0,-0.004705379103839169,0.011089619600257894,-0.0029949180310760992,0.003580562659846631
2021-11-19,1851.6,75.94,96.028,4701.2,1806.3,0,-0.005264854410658715,-0.031501084045402306,0.00508676812291986,-0.0016139993204213887
2021-11-22,1806.3,76.12,96.544,4688.4,1783.8,0,-0.024465327284510674,0.002370292336054902,0.005373432748781548,-0.0027227090955500577
2021-11-23,1783.8,77.94,96.494,4685.2,1784.3,1,-0.012456402590931726,0.023909616395165534,-0.0005178985747430476,-0.0006825356198276733
2021-11-24,1784.3,77.81,96.872,4704.8,1785.5,1,0.00028030048211680203,-0.0016679497049011394,0.003917342010902214,0.004183385981388232
2021-11-25,1785.5,77.41,96.872,4690.7,1785.5,0,0.0006725326458556502,-0.005140727412929036,0.0,-0.0029969392960381702
2021-11-26,1785.5,67.84,96.104,4582.6,1783.8,0,0.0,-0.12362743831546308,-0.007927987447353235,-0.023045600869806115
2021-11-29,1783.8,69.62,96.338,4665.6,1775.1,0,-0.0009521142537104454,0.02623820754716988,0.0024348622325813807,0.01811198882730336
2021-11-30,1775.1,65.85,96.007,4586.1,1783.0,1,-0.004877228388832866,-0.054151106004021954,-0.0034358197180758276,-0.017039609053497995
2021-12-01,1783.0,65.37,96.024,4528.5,1761.6,0,0.004450453495577822,-0.007289293849658152,0.00017707042194836653,-0.01255969124092371
2021-12-02,1761.6,66.27,96.158,4563.3,1782.9,1,-0.012002243409983238,0.013767783386874566,0.001395484462217711,0.00768466379595889
2021-12-03,1782.9,66.1,96.114,4533.6,1778.5,0,0.012091280653951042,-0.0025652633167345673,-0.0004575802325339495,-0.006508447833804443
2021-12-06,1778.5,69.3,96.33,4594.8,1783.6,1,-0.002467889393684475,0.04841149773071107,0.002247331294088273,0.013499205929063063
2021-12-07,1783.6,71.84,96.37,4691.1,1784.5,1,0.002867585043575982,0.036652236652236825,0.000415239281636115,0.02095847479759727
2021-12-08,1784.5,72.18,95.881,4697.9,1775.7,0,0.000504597443373056,0.00473273942093555,-0.005074193213655764,0.001449553409647919
2021-12-09,1775.7,70.79,96.252,4673.3,1783.8,1,-0.004931353320257736,-0.019257412025491805,0.0038693797519842033,-0.005236382213329227
2021-12-10,1783.8,71.48,96.1,4712.9,1787.3,1,0.004561581348200727,0.00974713942647254,-0.0015791879649253993,0.008473669569682984
2021-12-13,1787.3,71.06,96.345,4674.1,1771.3,0,0.0019621033748178363,-0.00587576944599888,0.0025494276795006154,-0.008232722951897808
2021-12-14,1771.3,70.52,96.538,4636.4,1763.6,0,-0.008952050579085769,-0.007599211933577377,0.0020032176034043836,-0.008065723882672793
2021-12-15,1763.6,70.66,96.482,4717.0,1797.4,1,-0.00434708970812403,0.001985252410663607,-0.000580082454577413,0.01738417737900111
2021-12-16,1797.4,72.15,96.015,4666.7,1804.1,1,0.019165343615332286,0.02108689499009353,-0.004840281088700493,-0.010663557345770625
2021-12-17,1804.1,70.72,96.548,4629.6,1793.8,0,0.0037276065427838123,-0.01981981981981995,0.005551215955840183,-0.007949943214691224
2021-12-20,1793.8,68.61,96.545,4588.4,1788.0,0,-0.005709217892577945,-0.029835972850678738,-3.1072627087014304e-05,-0.008899256955244628
2021-12-21,1788.0,70.82,96.489,4647.0,1801.5,1,-0.003233359348868259,0.03221104795219354,-0.0005800403956703892,0.012771336413564649
2021-12-22,1801.5,72.33,96.059,4700.8,1811.0,1,0.007550335570469802,0.021321660547867882,-0.004456466540227466,0.011577361738756231
2021-12-23,1811.0,73.42,95.985,4726.4,1808.0,0,0.00527338329170135,0.015069818885663055,-0.0007703598829885694,0.005445881552076148
2021-12-27,1808.0,75.18,96.086,4787.1,1810.1,1,-0.001656543346217565,0.023971669844728982,0.0010522477470438218,0.012842755585646737
2021-12-28,1810.1,75.6,96.203,4794.7,1804.8,0,0.0011615044247788031,0.005586592178770777,0.0012176591803176873,0.0015876000083556718
2021-12-29,1804.8,76.18,95.926,4788.7,1814.1,1,-0.002928015026794073,0.007671957671957941,-0.002879328087481703,-0.0012513817339979694
2021-12-30,1814.1,76.61,95.964,4781.3,1828.6,1,0.005152925531914931,0.005644526122341675,0.0003961386902404662,-0.0015453045711778524
2021-12-31,1828.6,74.88,95.593,4777.8,1800.1,0,0.007992944159638471,-0.022581908367053982,-0.0038660330957441813,-0.0007320184886955294
2022-01-03,1800.1,75.85,96.211,4792.2,1814.6,1,-0.015585693973531711,0.012954059829059839,0.006464908518406087,0.0030139394700487987
2022-01-04,1814.6,76.74,96.274,4787.2,1825.1,1,0.008055108049552784,0.01173368490441673,0.000654810780472026,-0.0010433621301281226
2022-01-05,1825.1,77.47,96.182,4707.0,1789.2,0,0.005786399206436643,0.009512640083398471,-0.000955605874898735,-0.016753008021390348
2022-01-06,1789.2,78.88,96.326,4707.7,1797.4,1,-0.019670155059996586,0.018200593778236795,0.001497161631074384,0.00014871468026345092
2022-01-07,1797.4,78.44,95.722,4676.2,1798.8,1,0.0045830538788285136,-0.005578093306288001,-0.0062703735232439994,-0.0066911655373111945
2022-01-10,1798.8,77.7,95.99,4674.8,1818.5,1,0.0007789028596860703,-0.00943396226415083,0.002799774346545103,-0.00029938839228427216
2022-01-11,1818.5,80.67,95.625,4712.8,1827.3,1,0.01095174560818335,0.038223938223938214,-0.003802479424940053,0.008128689997433103
2022-01-12,1827.3,82.02,94.901,4725.6,1821.4,0,0.004839153148199049,0.01673484566753425,-0.007571241830065412,0.002716007469020676
2022-01-13,1821.4,81.62,94.775,4662.8,1816.5,0,-0.0032288075302358,-0.00487685930260906,-0.0013276993919978386,-0.013289317758591546
2022-01-14,1816.5,83.3,95.161,4671.8,1812.4,0,-0.0026902382782475476,0.020583190394511064,0.004072804009496167,0.001930170712876489
2022-01-17,1812.4,83.69,95.161,4664.9,1812.4,0,-0.0022570878062206923,0.0046818727490995915,0.0,-0.0014769467871057484
2022-01-18,1812.4,84.83,95.723,4576.6,1843.2,1,0.0,0.013621699127733367,0.005905780729500432,-0.018928594396449894
2022-01-19,1843.2,85.8,95.5,4524.0,1842.6,0,0.016994041050540698,0.011434633973830044,-0.0023296386448398154,-0.011493248262902656
2022-01-20,1842.6,85.55,95.725,4470.2,1831.8,0,-0.00032552083333337034,-0.002913752913752954,0.0023560209424082768,-0.011892130857648175
2022-01-21,1831.8,84.14,95.636,4392.5,1841.7,1,-0.0058612829697166635,-0.016481589713617684,-0.0009297466701488899,-0.01738177262762286
2022-01-24,1841.7,82.41,95.901,4410.3,1852.5,1,0.005404520144120628,-0.020560969812217778,0.0027709230833576903,0.004052361980648955
2022-01-25,1852.5,84.37,95.928,4366.2,1829.7,0,0.005864147255253194,0.023783521417303888,0.00028154033847416216,-0.009999319774165127
2022-01-26,1829.7,85.96,96.4,4374.5,1793.1,0,-0.012307692307692242,0.018845561218442386,0.004920356934367431,0.00190096651550542
2022-01-27,1793.1,85.29,97.242,4343.9,1785.8,0,-0.020003279226102677,-0.007794322940902654,0.008734439834024776,-0.0069950851525889535
2022-01-28,1785.8,85.43,97.266,4428.4,1796.0,1,-0.004071161675310853,0.0016414585531714376,0.00024680693527479036,0.019452565666797206
2022-01-31,1796.0,86.49,96.537,4502.4,1800.8,1,0.005711725837159731,0.012407819267236109,-0.007494910862994253,0.016710324270617027
2022-02-01,1800.8,86.46,96.375,4560.4,1809.5,1,0.0026726057906458767,-0.0003468609087755592,-0.0016781130550981294,0.012882018479033475
2022-02-02,1809.5,86.69,95.935,4540.1,1803.2,0,0.004831186139493626,0.0026601896830904526,-0.004565499351491531,-0.004451363915445872
2022-02-03,1803.2,88.45,95.379,4526.9,1806.8,1,-0.0034816247582204474,0.02030222632368206,-0.0057955907645801386,-0.002907424946587245
2022-02-04,1806.8,90.33,95.48,4492.6,1820.8,1,0.001996450754214729,0.021254946297343036,0.0010589333081705288,-0.007576929024276979
2022-02-07,1820.8,89.77,95.392,4495.0,1826.8,1,0.007748505645339909,-0.006199490756116477,-0.0009216589861752444,0.0005342118149844755
2022-02-08,1826.8,87.9,95.641,4532.7,1835.6,1,0.003295254833040495,-0.02083101258772413,0.0026102817846360704,0.00838709677419347
2022-02-09,1835.6,88.53,95.494,4586.5,1836.4,1,0.004817166630173064,0.0071672354948804085,-0.0015369977310986105,0.011869305270589381
2022-02-10,1836.4,88.56,95.548,4491.9,1841.1,1,0.0004358247984310726,0.0003388681802778404,0.0005654805537520513,-0.020625749482175992
2022-02-11,1841.1,91.42,96.073,4425.1,1868.3,1,0.002559355260291829,0.03229448961156267,0.005494620504877146,-0.01487121262717317
2022-02-14,1868.3,93.5,96.356,4409.7,1855.1,0,0.014773776546629813,0.02275213301246981,0.0029456767249904647,-0.003480147341303197
2022-02-15,1855.1,90.21,95.993,4458.9,1870.5,1,-0.007065246480757903,-0.03518716577540115,-0.003767279671219259,0.011157221579699339
2022-02-16,1870.5,91.83,95.697,4466.9,1901.0,1,0.008301439275510747,0.017958097771865633,-0.0030835581761169406,0.0017941644800287815
2022-02-17,1901.0,90.04,95.803,4383.6,1898.8,0,0.016305800588078068,-0.01949254056408567,0.001107662727149128,-0.01864827956748516
2022-02-18,1898.8,90.21,96.022,4349.6,1907.4,1,-0.0011572856391373065,0.001888049755663923,0.002285940941306741,-0.007756182133406342
2022-02-21,1907.4,92.65,96.02,4278.1,1906.4,0,0.00452917632188754,0.027047999113180454,-2.0828560121755046e-05,-0.01643829317638401
2022-02-22,1906.4,91.91,96.011,4329.2,1909.4,1,-0.000524273880675219,-0.007987048030221322,-9.373047281813207e-05,0.011944554825740195
2022-02-23,1909.4,90.69,96.188,4222.9,1925.4,1,0.001573646663869166,-0.013273854858013245,0.001843538761183705,-0.024554190150605226
2022-02-24,1925.4,90.94,97.118,4266.1,1900.7,0,0.0083795956845083,0.0027566435108612453,0.00966856572545427,0.010229936773307635
2022-02-28,1900.7,93.5,96.694,4381.5,1943.8,1,-0.012828503168172856,0.028150428854189613,-0.004365823019419568,0.027050467640233444
2022-03-01,1943.8,100.21,97.406,4321.0,1922.3,0,0.022675856263481897,0.07176470588235295,0.00736343516660809,-0.013808056601620433
2022-03-02,1922.3,107.06,97.414,4378.3,1935.9,1,-0.011060808725177451,0.06835645145195102,8.213046424243586e-05,0.01326081925480227
2022-03-03,1935.9,104.61,97.791,4374.6,1995.9,1,0.007074858242730242,-0.0228843639080889,0.0038700802759357167,-0.0008450768563140754
2022-03-07,1995.9,115.8,99.295,4188.7,2043.3,1,0.030993336432666885,0.10696874103814169,0.015379738421736233,-0.042495313857267125
2022-03-08,2043.3,119.65,99.08,4171.3,1988.2,0,0.02374868480384773,0.033246977547495726,-0.0021652651190896544,-0.004154033471005292
2022-03-09,1988.2,105.05,97.953,4278.0,2000.4,1,-0.026966182156315743,-0.12202256581696624,-0.011374646750100914,0.025579555534245957
2022-03-10,2000.4,102.99,98.504,4265.1,1960.8,0,0.0061362036012473364,-0.019609709662065655,0.0056251467540555655,-0.003015427769985868
2022-03-14,1960.8,101.18,98.879,4181.8,1929.7,0,-0.019796040791841718,-0.017574521798232712,0.0038069520019492487,-0.019530608895453883
2022-03-15,1929.7,94.79,99.064,4256.8,1909.2,0,-0.015860873113015095,-0.0631547736706859,0.0018709736142152877,0.0179348605863503
2022-03-16,1909.2,93.59,98.621,4365.0,1943.2,1,-0.010623412965745982,-0.012659563245068117,-0.004471856577565991,0.025418154482240052
2022-03-17,1943.2,101.65,97.975,4388.7,1929.5,0,0.01780850618059926,0.08612031199914516,-0.006550329037426139,0.005429553264604703
2022-03-21,1929.5,109.97,98.499,4453.8,1921.5,0,-0.007050226430629913,0.08184948352188881,0.005348303138555721,0.014833549798345835
2022-03-22,1921.5,109.27,98.523,4517.6,1937.3,1,-0.0041461518528116414,-0.0063653723742839174,0.00024365729601316666,0.01432484619875174
2022-03-23,1937.3,111.99,98.615,4460.2,1962.2,1,0.008222742648972048,0.024892468198041584,0.0009337921094567658,-0.012705861519390904
2022-03-24,1962.2,109.43,98.8,4517.7,1939.8,0,0.012852939658287266,-0.022859183855701293,0.0018759823556253608,0.012891798574054869
2022-03-28,1939.8,103.42,99.055,4574.4,1912.2,0,-0.01141575782285198,-0.05492095403454267,0.002580971659919218,0.01255063417225566
2022-03-29,1912.2,102.05,98.441,4627.5,1936.1,1,-0.014228270955768618,-0.013246954167472458,-0.006198576548382295,0.011608079748163691
2022-03-30,1936.1,105.68,97.875,4604.2,1951.1,1,0.012498692605375838,0.03557079862812351,-0.005749636838309313,-0.005035116153430663
2022-03-31,1951.1,98.52,98.36,4547.7,1930.6,0,0.007747533701771614,-0.06775170325510982,0.004955300127713835,-0.012271404369923133
2022-04-04,1930.6,101.84,98.974,4578.8,1924.1,0,-0.010506893547229779,0.033698741372310215,0.006242374949166463,0.0068386217208700195
2022-04-05,1924.1,100.68,99.428,4528.2,1919.7,0,-0.003366828965088553,-0.01139041633935578,0.004587063269141378,-0.011050930374770784
2022-04-06,1919.7,95.41,99.615,4466.0,1934.7,1,-0.0022867834312145785,-0.052344060389352465,0.0018807579353903314,-0.013736142396537199
2022-04-07,1934.7,95.51,99.76,4507.2,1945.1,1,0.007813720893889764,0.00104810816476264,0.0014556040756914523,0.009225257501119577
2022-04-11,1945.1,93.92,99.924,4411.3,1973.2,1,0.005375510415051465,-0.016647471468956176,0.0016439454691259403,-0.021277067802626837
2022-04-12,1973.2,100.15,100.292,4410.3,1981.9,1,0.014446558017582767,0.06633304940374796,0.003682798927184594,-0.00022669054473734018
2022-04-13,1981.9,103.79,99.913,4443.0,1983.6,1,0.004409081694709105,0.0363454817773341,-0.0037789654209707813,0.007414461601251476
2022-04-18,1983.6,107.61,100.766,4415.6,1956.3,0,0.0008577627529138265,0.03680508719529807,0.00853742756197895,-0.00616700427638972
2022-04-19,1956.3,102.05,100.964,4447.8,1952.9,0,-0.013762855414398034,-0.05166806058916462,0.001964948494531882,0.007292327203550997
2022-04-20,1952.9,102.19,100.417,4475.3,1945.4,0,-0.0017379747482492158,0.0013718765311121484,-0.005417772671447274,0.006182831961868862
2022-04-21,1945.4,102.96,100.614,4381.9,1893.3,0,-0.0038404424189666386,0.00753498385360607,0.0019618192138781687,-0.02087010926641797
2022-04-25,1893.3,97.67,101.769,4295.1,1901.5,1,-0.02678112470443106,-0.05137917637917633,0.01147951577315287,-0.01980875875761634
2022-04-26,1901.5,100.41,102.318,4178.6,1885.8,0,0.004331062166587518,0.02805365004607352,0.0053945700557143095,-0.02712393192242324
2022-04-27,1885.8,100.68,102.963,4217.8,1891.3,1,-0.008256639495135443,0.002688975201673216,0.0063038761508238395,0.009381132436701245
2022-04-28,1891.3,103.47,103.659,4250.4,1863.6,0,0.0029165340969350417,0.027711561382598227,0.006759709798665581,0.007729147897007849
2022-05-02,1863.6,103.42,103.766,4153.8,1870.6,1,-0.014646010680484323,-0.00048323185464382856,0.00103223067943925,-0.022727272727272596
2022-05-03,1870.6,100.9,103.496,4181.5,1868.8,0,0.0037561708521141046,-0.02436666022046019,-0.00260200836497515,0.006668592613991997
2022-05-04,1868.8,106.22,102.594,4292.4,1875.7,1,-0.0009622580990056306,0.05272547076313172,-0.008715312669088648,0.02652158316393627
2022-05-05,1875.7,106.74,103.802,4152.8,1858.6,0,0.003692208904109595,0.004895499905855694,0.011774567713511708,-0.03252259808032787
2022-05-09,1858.6,101.77,103.689,4004.0,1841.0,0,-0.009116596470650995,-0.04656173880457182,-0.0010886110094219248,-0.03583124638797919
2022-05-10,1841.0,98.45,103.943,3996.7,1853.7,1,-0.009469493166899823,-0.032622580328190987,0.0024496330372556496,-0.0018231768231768974
2022-05-11,1853.7,104.03,103.874,3945.9,1824.6,0,0.00689842476914726,0.056678517013712515,-0.0006638253658255433,-0.012710486151074618
2022-05-12,1824.6,104.4,104.897,3945.5,1814.0,0,-0.015698333063602576,0.0035566663462462955,0.00984847026204827,-0.00010137104336149783
2022-05-16,1814.0,111.82,104.2,4011.5,1818.9,1,-0.005809492491504975,0.07107279693486568,-0.0066446132873200225,0.016727917881130372
2022-05-17,1818.9,109.63,103.407,4088.1,1815.9,0,0.002701212789415708,-0.01958504739760325,-0.0076103646833014515,0.019095101582949026
2022-05-18,1815.9,107.04,103.862,3900.9,1841.2,1,-0.0016493485073395542,-0.02362492018608031,0.004400088968831817,-0.04579144345784103
2022-05-19,1841.2,109.89,102.751,3910.8,1847.8,1,0.013932485269012584,0.02662556053811649,-0.01069688625291243,0.0025378758747982566
2022-05-23,1847.8,107.54,102.097,3950.0,1865.4,1,0.003584618726917288,-0.021385021385021297,-0.006364901558135738,0.010023524598547606
2022-05-24,1865.4,107.2,101.87,3960.7,1846.3,0,0.009524840350687347,-0.003161614283057501,-0.0022233758092793376,0.0027088607594936143
2022-05-25,1846.3,107.75,102.077,3971.5,1847.6,1,-0.01023909081162222,0.005130597014925353,0.002032001570629216,0.002726790718812433
2022-05-26,1847.6,111.25,101.858,4058.3,1845.2,0,0.000704110924551804,0.03248259860788871,-0.002145439227249968,0.021855722019388235
2022-05-31,1845.2,111.91,101.766,4149.2,1845.8,1,-0.0012989824637367198,0.005932584269662922,-0.000903218205737355,0.022398541261119176
2022-06-01,1845.8,112.72,102.529,4088.8,1868.4,1,0.00032516800346837904,0.007237959074256173,0.007497592516164442,-0.014557023040586037
2022-06-02,1868.4,114.3,101.832,4182.7,1840.8,0,0.01224401343590853,0.014017033356990671,-0.00679807664173071,0.022965173155938157
2022-06-06,1840.8,116.06,102.447,4122.5,1849.2,1,-0.014771997430957029,0.015398075240594888,0.006039358944143425,-0.014392617208979774
2022-06-07,1849.2,117.1,102.325,4147.8,1853.6,1,0.0045632333767926525,0.008960882302257334,-0.0011908596640214375,0.0061370527592481405
2022-06-08,1853.6,119.78,102.546,4119.0,1850.1,0,0.0023794073112697323,0.02288642186165668,0.0021597849987784468,-0.006943439895848447
2022-06-09,1850.1,119.09,103.218,4023.4,1829.2,0,-0.001888217522658664,-0.00576056102855238,0.006553156632145507,-0.023209516873027414
2022-06-13,1829.2,118.25,104.947,3759.1,1810.5,0,-0.011296686665585587,-0.007053488957931009,0.01675095429091833,-0.06569070935030075
2022-06-14,1810.5,116.26,105.342,3756.3,1816.3,1,-0.010223048327137607,-0.016828752642706113,0.0037638045870771464,-0.000744859141815768
2022-06-15,1816.3,113.09,104.935,3816.3,1846.6,1,0.003203534935100727,-0.027266471701358985,-0.003863606158986843,0.01597316508266111
2022-06-16,1846.6,115.25,103.417,3674.3,1835.4,0,0.016682266145460423,0.019099831992218652,-0.014466098060704202,-0.03720881482063776
2022-06-21,1835.4,109.52,104.211,3760.8,1835.2,0,-0.006065200909780022,-0.049718004338394794,0.007677654544223866,0.023541899137250688
2022-06-22,1835.2,103.99,103.981,3740.9,1826.3,0,-0.00010896807235483141,-0.05049306062819581,-0.0022070606749767796,-0.005291427355881728
2022-06-23,1826.3,101.58,104.192,3782.2,1821.0,0,-0.0048496076721883385,-0.023175305317818973,0.0020292168761599783,0.011040124034323195
2022-06-27,1821.0,106.38,103.678,3906.0,1817.5,0,-0.0029020423807698537,0.04725339633786185,-0.004933200245700209,0.03273227222251607
2022-06-28,1817.5,108.89,104.261,3825.3,1817.5,0,-0.0019220208676551387,0.0235946606504982,0.005623179459480321,-0.020660522273425408
2022-06-29,1817.5,107.01,104.849,3812.4,1807.3,0,0.0,-0.0172651299476535,0.0056396926942960945,-0.003372284526703795
2022-06-30,1807.3,103.1,104.464,3786.9,1763.9,0,-0.005612104539202245,-0.036538641248481496,-0.0036719472765596173,-0.006688700031476258
2022-07-05,1763.9,96.52,106.32,3823.0,1736.5,0,-0.02401372212692965,-0.06382153249272549,0.01776688620003064,0.009532863291874527
2022-07-06,1736.5,94.98,106.898,3848.4,1739.7,1,-0.015533760417257292,-0.015955242436800576,0.005436418359668904,0.00664399686110384
2022-07-07,1739.7,99.25,106.959,3893.7,1731.7,0,0.001842787215663666,0.044956833017477216,0.0005706374300735728,0.011771125662612958
2022-07-11,1731.7,101.21,107.829,3860.9,1724.8,0,-0.004598493993217212,0.01974811083123429,0.008133957871707675,-0.008423864190872377
2022-07-12,1724.8,93.31,107.912,3818.7,1735.5,1,-0.003984523878269974,-0.07805552810987049,0.0007697372691948257,-0.010930094019529157
2022-07-13,1735.5,93.83,107.756,3775.0,1705.8,0,0.006203617810760731,0.005572821776872683,-0.0014456223589591755,-0.01144368502369908
2022-07-14,1705.8,92.83,108.407,3807.8,1710.2,1,-0.017113223854796966,-0.010657572205051702,0.006041426927502869,0.00868874172185441
2022-07-18,1710.2,99.42,107.231,3841.6,1710.7,1,0.0025794348692695923,0.07098998168695458,-0.010848007969965101,0.00887651662377209
2022-07-19,1710.7,100.74,106.55,3940.6,1700.2,0,0.0002923634662612695,0.013277006638503286,-0.006350775428747291,0.025770512286547254
2022-07-20,1700.2,99.88,106.953,3954.1,1713.4,1,-0.006137838311802146,-0.008536827476672615,0.0037822618488971838,0.003425874232350301
2022-07-21,1713.4,93.78,106.804,3981.1,1719.1,1,0.007763792495000699,-0.06107328794553457,-0.0013931353024225768,0.006828355377962225
2022-07-25,1719.1,94.42,106.355,3953.1,1717.7,0,0.0033267188047156893,0.006824482832160417,-0.004203962398412031,-0.007033232021300684
2022-07-26,1717.7,92.88,107.044,3951.0,1719.1,1,-0.0008143796172415119,-0.016310103791569608,0.006478303793897799,-0.0005312286559914225
2022-07-27,1719.1,95.29,106.331,4016.0,1754.4,1,0.0008150433719507078,0.02594745908699414,-0.006660812376219072,0.016451531257909435
2022-07-28,1754.4,94.65,106.236,4092.9,1772.7,1,0.020534000349019976,-0.006716339594920795,-0.0008934365330900418,0.01914840637450199
2022-08-01,1772.7,92.39,105.336,4112.0,1774.8,1,0.01043091655266748,-0.02387744321183316,-0.008471704506946898,0.004666617801558859
2022-08-02,1774.8,93.22,106.104,4092.0,1760.9,0,0.0011846336097478538,0.008983656239852866,0.007290954659375792,-0.004863813229571967
2022-08-03,1760.9,89.74,106.377,4148.0,1791.2,1,-0.007831868379535645,-0.03733104484016314,0.0025729472969915346,0.013685239491691092
2022-08-04,1791.2,87.56,105.566,4152.1,1789.6,0,0.01720711000056796,-0.024292400267439174,-0.007623828459159321,0.000988428158148702
2022-08-08,1789.6,89.93,106.323,4151.5,1796.8,1,-0.0008932559178205235,0.027067153951576106,0.007170869408711145,-0.0001445051901448613
2022-08-09,1796.8,89.67,106.252,4127.4,1798.5,1,0.0040232454179705,-0.0028911375514288906,-0.0006677764923863627,-0.0058051306756594645
2022-08-10,1798.5,91.2,105.08,4209.9,1792.1,0,0.0009461264470169706,0.017062562730010056,-0.011030380604600376,0.01998837040267487
2022-08-11,1792.1,93.53,104.994,4212.5,1783.3,0,-0.003558520989713654,0.025548245614035014,-0.0008184240578607005,0.0006175918667903346
2022-08-15,1783.3,88.85,106.433,4292.5,1774.9,0,-0.004910440265610161,-0.05003742114829479,0.013705545078766423,0.0189910979228487
2022-08-16,1774.9,86.16,106.388,4304.6,1761.9,0,-0.004710368418101241,-0.030275745638716933,-0.000422801198876277,0.002818870122306416
2022-08-17,1761.9,87.69,106.486,4266.3,1756.5,0,-0.007324356301763424,0.017757660167130984,0.0009211565214122253,-0.008897458532732494
2022-08-18,1756.5,90.11,107.415,4283.6,1734.4,0,-0.0030648731483058356,0.02759721747063515,0.008724151531656732,0.004055035979654509
